Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e89e9b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8e42cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.24156149, 'precision': 0.04911111111111111, 'recall': 0.2, 'f1_score': 0.07885816235504015, 'confusion_matrix': array([[221,   0,   0,   0,   0],
       [224,   0,   0,   0,   0],
       [163,   0,   0,   0,   0],
       [150,   0,   0,   0,   0],
       [142,   0,   0,   0,   0]]), 'forgetting_measure': [0.21162532, -0.4243752, 0.29793778]}","{""Task 0 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""down"", ""house"", ""wow"", ""off"", ""cat""], ""Task 2 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e89e9b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8e42cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21465716, 'precision': 0.034666666666666665, 'recall': 0.2, 'f1_score': 0.0590909090909091, 'confusion_matrix': array([[104,   0,   0,   0,   0],
       [182,   0,   0,   0,   0],
       [ 98,   0,   0,   0,   0],
       [122,   0,   0,   0,   0],
       [ 94,   0,   0,   0,   0]]), 'forgetting_measure': [0.18941687, -0.3997579, 0.28559074]}","{""Task 0 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""down"", ""house"", ""wow"", ""off"", ""cat""], ""Task 2 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b432b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155318116fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.15469746, 'precision': 0.03311111111111111, 'recall': 0.2, 'f1_score': 0.056816015252621546, 'confusion_matrix': array([[149,   0,   0,   0,   0],
       [145,   0,   0,   0,   0],
       [288,   0,   0,   0,   0],
       [177,   0,   0,   0,   0],
       [141,   0,   0,   0,   0]]), 'forgetting_measure': [0.16285683, 0.15030436, -0.17689201]}","{""Task 0 has these classes:"": [""four"", ""yes"", ""one"", ""right"", ""tree""], ""Task 1 has these classes:"": [""four"", ""six"", ""marvel"", ""yes"", ""right""], ""Task 2 has these classes:"": [""four"", ""yes"", ""one"", ""right"", ""tree""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b432b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155318116fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.14888325, 'precision': 0.03333333333333333, 'recall': 0.2, 'f1_score': 0.05714285714285714, 'confusion_matrix': array([[100,   0,   0,   0,   0],
       [127,   0,   0,   0,   0],
       [189,   0,   0,   0,   0],
       [ 98,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0]]), 'forgetting_measure': [0.14074117, -0.17355432, 0.14788775]}","{""Task 0 has these classes:"": [""four"", ""yes"", ""one"", ""right"", ""tree""], ""Task 1 has these classes:"": [""four"", ""six"", ""marvel"", ""yes"", ""right""], ""Task 2 has these classes:"": [""four"", ""yes"", ""one"", ""right"", ""tree""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f20e29d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f20e0cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.18792456, 'precision': 0.03755555555555555, 'recall': 0.2, 'f1_score': 0.06323666978484564, 'confusion_matrix': array([[169,   0,   0,   0,   0],
       [289,   0,   0,   0,   0],
       [167,   0,   0,   0,   0],
       [135,   0,   0,   0,   0],
       [140,   0,   0,   0,   0]]), 'forgetting_measure': [0.16652797, -0.38545987, 0.278218]}","{""Task 0 has these classes:"": [""one"", ""house"", ""wow"", ""go"", ""nine""], ""Task 1 has these classes:"": [""one"", ""tree"", ""stop"", ""cat"", ""go""], ""Task 2 has these classes:"": [""one"", ""house"", ""wow"", ""go"", ""nine""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f20e29d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f20e0cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.17879555, 'precision': 0.033666666666666664, 'recall': 0.2, 'f1_score': 0.05763195435092724, 'confusion_matrix': array([[101,   0,   0,   0,   0],
       [215,   0,   0,   0,   0],
       [ 98,   0,   0,   0,   0],
       [100,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0]]), 'forgetting_measure': [0.15471397, -0.46695656, 0.31831655]}","{""Task 0 has these classes:"": [""one"", ""house"", ""wow"", ""go"", ""nine""], ""Task 1 has these classes:"": [""one"", ""tree"", ""stop"", ""cat"", ""go""], ""Task 2 has these classes:"": [""one"", ""house"", ""wow"", ""go"", ""nine""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb8a6410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da195050>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.13717765, 'precision': 0.4539932508436445, 'recall': 0.20144942615994763, 'f1_score': 0.05133960021358486, 'confusion_matrix': array([[  1,   0,   0,   0, 153],
       [  4,   1,   0,   2, 302],
       [  0,   0,   1,   0, 158],
       [  1,   0,   0,   0, 163],
       [  1,   0,   0,   0, 113]]), 'forgetting_measure': [0.22207242, 1.0, 0]}","{""Task 0 has these classes:"": [""house"", ""bed"", ""sheila"", ""zero"", ""right""], ""Task 1 has these classes:"": [""house"", ""bird"", ""stop"", ""house"", ""go""], ""Task 2 has these classes:"": [""house"", ""bed"", ""sheila"", ""zero"", ""right""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb8a6410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da195050>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.1262053, 'precision': 0.22742474916387959, 'recall': 0.2017391304347826, 'f1_score': 0.05168356997971603, 'confusion_matrix': array([[  1,   0,   0,   1, 113],
       [  0,   0,   0,   0, 186],
       [  0,   0,   0,   0, 115],
       [  0,   0,   0,   0, 102],
       [  0,   0,   0,   0,  82]]), 'forgetting_measure': [0.19034353, 1.0, 0]}","{""Task 0 has these classes:"": [""house"", ""bed"", ""sheila"", ""zero"", ""right""], ""Task 1 has these classes:"": [""house"", ""bird"", ""stop"", ""house"", ""go""], ""Task 2 has these classes:"": [""house"", ""bed"", ""sheila"", ""zero"", ""right""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ec306190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ebd3da90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.27350405, 'precision': 0.1255952380952381, 'recall': 0.20045740423098915, 'f1_score': 0.09333702473237357, 'confusion_matrix': array([[  0, 153,   0,   0,   1],
       [  0, 264,   0,   0,   1],
       [  0, 156,   0,   0,   0],
       [  0, 160,   0,   0,   0],
       [  0, 163,   1,   0,   1]]), 'forgetting_measure': [0.18858734, -1.3543692, 0.5767592]}","{""Task 0 has these classes:"": [""yes"", ""marvel"", ""up"", ""tree"", ""seven""], ""Task 1 has these classes:"": [""yes"", ""down"", ""zero"", ""house"", ""right""], ""Task 2 has these classes:"": [""yes"", ""marvel"", ""up"", ""tree"", ""seven""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ec306190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ebd3da90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2165328, 'precision': 0.049, 'recall': 0.2, 'f1_score': 0.078714859437751, 'confusion_matrix': array([[  0, 103,   0,   0,   0],
       [  0, 147,   0,   0,   0],
       [  0, 122,   0,   0,   0],
       [  0, 111,   0,   0,   0],
       [  0, 117,   0,   0,   0]]), 'forgetting_measure': [0.16004787, -1.0587755, 0.51427436]}","{""Task 0 has these classes:"": [""yes"", ""marvel"", ""up"", ""tree"", ""seven""], ""Task 1 has these classes:"": [""yes"", ""down"", ""zero"", ""house"", ""right""], ""Task 2 has these classes:"": [""yes"", ""marvel"", ""up"", ""tree"", ""seven""]}"
