Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning AGEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316862990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da23d010>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50771533, 'precision': 0.28429051351783715, 'recall': 0.3029247311827957, 'f1_score': 0.1763641215565645, 'confusion_matrix': array([[  5, 245,   0,   0,   0],
       [  1, 185,   0,   0,   0],
       [  0, 172,   0,   0,   0],
       [  0, 138,   0,   0,   0],
       [  1, 153,   0,   0,   0]]), 'forgetting_measure': [0.5327792, 0.10099735, 0.13461828]}","{""Task 0 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""], ""Task 1 has these classes:"": [""wow"", ""yes"", ""up"", ""seven"", ""tree""], ""Task 2 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""]}"
"{'Name Experiment': 'Learning AGEM with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316862990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da23d010>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51576889, 'precision': 0.24566666666666667, 'recall': 0.3, 'f1_score': 0.17435549525101764, 'confusion_matrix': array([[  0, 144,   0,   0,   0],
       [  0, 137,   0,   0,   0],
       [  0, 103,   0,   0,   0],
       [  0,  99,   0,   0,   0],
       [  0, 117,   0,   0,   0]]), 'forgetting_measure': [0.4856487, -0.48672944, 0.32738265]}","{""Task 0 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""], ""Task 1 has these classes:"": [""wow"", ""yes"", ""up"", ""seven"", ""tree""], ""Task 2 has these classes:"": [""wow"", ""two"", ""no"", ""left"", ""five""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e51d63d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552de51c5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.77885281, 'precision': 0.23422222222222222, 'recall': 0.3, 'f1_score': 0.15844402277039847, 'confusion_matrix': array([[154,   0,   0,   0,   0],
       [275,   0,   0,   0,   0],
       [215,   0,   0,   0,   0],
       [160,   0,   0,   0,   0],
       [ 96,   0,   0,   0,   0]]), 'forgetting_measure': [0.46602148, -0.23186168, 0.18822055]}","{""Task 0 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""], ""Task 1 has these classes:"": [""one"", ""seven"", ""cat"", ""down"", ""one""], ""Task 2 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e51d63d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552de51c5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5117596, 'precision': 0.23866666666666667, 'recall': 0.3, 'f1_score': 0.16480446927374302, 'confusion_matrix': array([[116,   0,   0,   0,   0],
       [208,   0,   0,   0,   0],
       [125,   0,   0,   0,   0],
       [113,   0,   0,   0,   0],
       [ 38,   0,   0,   0,   0]]), 'forgetting_measure': [0.46725586, -0.79824543, 0.44390237]}","{""Task 0 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""], ""Task 1 has these classes:"": [""one"", ""seven"", ""cat"", ""down"", ""one""], ""Task 2 has these classes:"": [""one"", ""go"", ""off"", ""five"", ""happy""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e52201d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552effa2890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.77886227, 'precision': 0.235555555555555556, 'recall': 0.3, 'f1_score': 0.16037735849056604, 'confusion_matrix': array([[160,   0,   0,   0,   0],
       [193,   0,   0,   0,   0],
       [245,   0,   0,   0,   0],
       [194,   0,   0,   0,   0],
       [108,   0,   0,   0,   0]]), 'forgetting_measure': [0.44483579, -0.704794, 0.41341886]}","{""Task 0 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""], ""Task 1 has these classes:"": [""marvel"", ""dog"", ""zero"", ""two"", ""dog""], ""Task 2 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e52201d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552effa2890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.75329112, 'precision': 0.234666666666666665, 'recall': 0.3, 'f1_score': 0.1590909090909091, 'confusion_matrix': array([[104,   0,   0,   0,   0],
       [133,   0,   0,   0,   0],
       [153,   0,   0,   0,   0],
       [136,   0,   0,   0,   0],
       [ 74,   0,   0,   0,   0]]), 'forgetting_measure': [0.410070236, -1.177999, 0.540863]}","{""Task 0 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""], ""Task 1 has these classes:"": [""marvel"", ""dog"", ""zero"", ""two"", ""dog""], ""Task 2 has these classes:"": [""marvel"", ""eight"", ""down"", ""seven"", ""four""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b431890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e9542dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.56480708, 'precision': 0.24666666666666667, 'recall': 0.3, 'f1_score': 0.17567567567567567, 'confusion_matrix': array([[210,   0,   0,   0,   0],
       [199,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [231,   0,   0,   0,   0],
       [141,   0,   0,   0,   0]]), 'forgetting_measure': [0.4004439, 0.35584158, -0.5524131]}","{""Task 0 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""], ""Task 1 has these classes:"": [""on"", ""right"", ""down"", ""up"", ""yes""], ""Task 2 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b431890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e9542dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54284306, 'precision': 0.251000000000000004, 'recall': 0.3, 'f1_score': 0.18127490039840637, 'confusion_matrix': array([[153,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [ 90,   0,   0,   0,   0],
       [130,   0,   0,   0,   0],
       [108,   0,   0,   0,   0]]), 'forgetting_measure': [0.5674314, 0.2758277, -0.38088688]}","{""Task 0 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""], ""Task 1 has these classes:"": [""on"", ""right"", ""down"", ""up"", ""yes""], ""Task 2 has these classes:"": [""on"", ""sheila"", ""house"", ""seven"", ""nine""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e89e9b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8e42cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54156149, 'precision': 0.24911111111111111, 'recall': 0.3, 'f1_score': 0.17885816235504015, 'confusion_matrix': array([[221,   0,   0,   0,   0],
       [224,   0,   0,   0,   0],
       [163,   0,   0,   0,   0],
       [150,   0,   0,   0,   0],
       [142,   0,   0,   0,   0]]), 'forgetting_measure': [0.51162532, -0.4243752, 0.29793778]}","{""Task 0 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""down"", ""house"", ""wow"", ""off"", ""cat""], ""Task 2 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""]}"
"{'Name Experiment': 'Learning AGEM with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e89e9b50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8e42cd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51465716, 'precision': 0.234666666666666665, 'recall': 0.3, 'f1_score': 0.1590909090909091, 'confusion_matrix': array([[104,   0,   0,   0,   0],
       [182,   0,   0,   0,   0],
       [ 98,   0,   0,   0,   0],
       [122,   0,   0,   0,   0],
       [ 94,   0,   0,   0,   0]]), 'forgetting_measure': [0.48941687, -0.3997579, 0.28559074]}","{""Task 0 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""down"", ""house"", ""wow"", ""off"", ""cat""], ""Task 2 has these classes:"": [""down"", ""eight"", ""six"", ""wow"", ""tree""]}"
