Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb984650>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d422ff50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41434496, 'precision': 0.28662285505659, 'recall': 0.39743240172688026, 'f1_score': 0.2976596224335585, 'confusion_matrix': array([[  0,   0, 170,   0,  12],
       [  0,   0, 178,   0,  15],
       [  0,   2, 196,   0,  18],
       [  0,   0, 138,   0,   8],
       [  0,   2, 148,   0,  13]]), 'forgetting_measure': [0.38476151, -0.24017547, 0.0]}","{""Every task  has these classes:"": [""happy"", ""zero"", ""left"", ""sheila"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eb984650>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d422ff50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.35305656, 'precision': 0.33288590604026845, 'recall': 0.40064646464646466, 'f1_score': 0.26159768289264693, 'confusion_matrix': array([[  0,   1, 110,   0,   0],
       [  0,   2, 148,   0,   0],
       [  0,   1,  98,   0,   0],
       [  0,   0, 145,   0,   0],
       [  0,   0,  95,   0,   0]]), 'forgetting_measure': [0.35911475, 0.05711139, 0.0]}","{""Every task  has these classes:"": [""happy"", ""zero"", ""left"", ""sheila"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e02b12d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f21b0710>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43193577, 'precision': 0.28877613342729622, 'recall': 0.38758708565285875, 'f1_score': 0.28298569207300158, 'confusion_matrix': array([[  1, 165,   1,   7,   0],
       [  5, 208,   5,   8,   0],
       [  0, 159,   0,   4,   0],
       [  2, 162,   3,   2,   0],
       [  1, 166,   0,   1,   0]]), 'forgetting_measure': [0.35818909, -0.80272686, 0.114756174]}","{""Every task  has these classes:"": [""happy"", ""no"", ""one"", ""tree"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e02b12d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552f21b0710>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50335847, 'precision': 0.30434292160180485, 'recall': 0.40172575916809557, 'f1_score': 0.29922077922077922, 'confusion_matrix': array([[  2,  99,   0,   0,   0],
       [  2, 177,   0,   0,   0],
       [  1,  88,   0,   0,   0],
       [  2, 112,   0,   0,   0],
       [  2, 115,   0,   0,   0]]), 'forgetting_measure': [0.5262494, 0.2108133, -0.26753473]}","{""Every task  has these classes:"": [""happy"", ""no"", ""one"", ""tree"", ""go""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552df7ef050>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d13ff990>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4972117, 'precision': 0.4708008212359354, 'recall': 0.4753723654307801, 'f1_score': 0.41632314441163944, 'confusion_matrix': array([[ 10,  33,   4, 110,   2],
       [  9,  87,  12,  94,   1],
       [  9,  71,  22,  88,   0],
       [ 14,  31,   2, 157,   0],
       [  7,  33,   2, 102,   0]]), 'forgetting_measure': [0.41163899, -0.39217252, -0.3079041]}","{""Every task  has these classes:"": [""left"", ""up"", ""sheila"", ""stop"", ""dog""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552df7ef050>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d13ff990>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.36735426, 'precision': 0.43546479859549452, 'recall': 0.3886975986975987, 'f1_score': 0.33500271128130378, 'confusion_matrix': array([[ 4, 46,  3, 81,  1],
       [ 3, 34,  2, 87,  0],
       [ 3, 55, 19, 79,  0],
       [ 0, 39,  4, 47,  0],
       [ 4, 39,  4, 46,  0]]), 'forgetting_measure': [0.36503616, -0.083514355, 0.11526471]}","{""Every task  has these classes:"": [""left"", ""up"", ""sheila"", ""stop"", ""dog""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ea029fd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d1898110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.49302266, 'precision': 0.732832312085266, 'recall': 0.44267259169717326, 'f1_score': 0.4062511066027776, 'confusion_matrix': array([[  1,  69,   4,   0,  21],
       [  0, 160,  38,   1,  29],
       [  0, 149,  57,   0,  19],
       [  0, 138,  17,  10,  29],
       [  0, 115,   9,   3,  31]]), 'forgetting_measure': [0.4728129, 0.32787552, -1.3062887]}","{""Every task  has these classes:"": [""right"", ""seven"", ""on"", ""off"", ""stop""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ea029fd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d1898110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43501678, 'precision': 0.33409320155887822, 'recall': 0.3990389347228253, 'f1_score': 0.34278694087924823, 'confusion_matrix': array([[  0,  68,  18,   5,  17],
       [  0, 102,  20,   4,  21],
       [  0,  96,  21,   2,  22],
       [  0,  73,  16,   0,  10],
       [  0,  76,  13,   0,  16]]), 'forgetting_measure': [0.41226081, 0.07114523, -0.4994466]}","{""Every task  has these classes:"": [""right"", ""seven"", ""on"", ""off"", ""stop""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1639990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d8755090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52508415, 'precision': 0.56893922318438843, 'recall': 0.4975747010604613, 'f1_score': 0.461240391113832, 'confusion_matrix': array([[  1,  28,  17,  70,  23],
       [  0,  59,  23,  87,  23],
       [  1,  18,  37,  78,  19],
       [  0,  19,  20, 158,  15],
       [  0,  19,  25, 122,  38]]), 'forgetting_measure': [0.48193063, 0.07101559, -0.6471844]}","{""Every task  has these classes:"": [""bed"", ""six"", ""marvel"", ""no"", ""eight""]}"
"{'Name Experiment': 'Learning REPLAY with GRU Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1639990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d8755090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45107294, 'precision': 0.36540991464107163, 'recall': 0.40369765512025792, 'f1_score': 0.36537644262716297, 'confusion_matrix': array([[ 0, 25,  2, 77, 10],
       [ 0, 26, 13, 92, 18],
       [ 0, 17,  7, 47, 25],
       [ 1, 30, 15, 83, 11],
       [ 0, 18, 10, 55, 18]]), 'forgetting_measure': [0.40760418, -0.443335, 0.17911367]}","{""Every task  has these classes:"": [""bed"", ""six"", ""marvel"", ""no"", ""eight""]}"
"{'Name Experiment': 'Learning REPLAY with DRNN Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1c6fc90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d11abcd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4822804, 'precision': 0.3690296386520503, 'recall': 0.39028759173920465, 'f1_score': 0.3135962691363905, 'confusion_matrix': array([[  6,   1,   1, 178,   0],
       [ 13,   1,   0, 172,   3],
       [  5,   0,   0, 110,   2],
       [ 20,   9,   2, 256,   1],
       [ 11,   0,   1, 105,   3]]), 'forgetting_measure': [0.46990846, 0.08432015, -0.33434516]}","{""Every task  has these classes:"": [""left"", ""four"", ""up"", ""sheila"", ""two""]}"
